"Canal";"Canal Width";"Canal Depth";"Canal Fee";"Distance Using Canal";"Distance Not Using Canal";"Risk Of Piracy";"Applicable Loadline";"Start Port";"Start Port Port Limit";"Start Port Penalty for Greylisted Flag";"Start Port Ice Class Required";"Start Port Penalty for High Sulphur Fuel";"Start Port Bunker Price";"Start Port Port Tariff";"Start Port Waiting Time";"Start Port Loading Capacity";"Start Port Unloading Capacity";"Start Port Repair Costs";"Start Port Dock Size";"Start Port Yearly Port Trade";"End Port";"End Port Port Limit";"End Port Penalty for Greylisted Flag";"End Port Ice Class Required";"End Port Penalty for High Sulphur Fuel";"End Port Bunker Price";"End Port Port Tariff";"End Port Waiting Time";"End Port Loading Capacity";"End Port Unloading Capacity";"End Port Repair Costs";"End Port Dock Size";"End Port Yearly Port Trade"
"Suez";77.5;20;2;11987;15303;0;"WNA";"Tallinn";8.7;FALSE;TRUE;FALSE;290.5;2.1;1.92;125;75;180;55000;41;"Dalian";10.8;FALSE;FALSE;FALSE;334;2.04;1.75;125;75;140;200000;267
"No";200;50;0;6054;6054;0;"WNA";"Tallinn";8.7;FALSE;TRUE;FALSE;290.5;2.1;1.92;125;75;180;55000;41;"Tubarao";22.3;FALSE;FALSE;FALSE;305;2.08;2.82;75;37.5;400;0;80
"No";200;50;0;7031;7031;0;"WNA";"Tallinn";8.7;FALSE;TRUE;FALSE;290.5;2.1;1.92;125;75;180;55000;41;"Rio Grande";12.29;FALSE;FALSE;FALSE;295;2.08;2.52;75;37.5;400;0;27
"No";200;50;0;7700;7700;0;"WNA";"Tallinn";8.7;FALSE;TRUE;FALSE;290.5;2.1;1.92;125;75;180;55000;41;"Bahia Blanca";13.72;FALSE;FALSE;FALSE;338;2.08;2.9;37.5;12.5;150;90000;14
"Suez";77.5;20;2;12328;15646;0;"WNA";"Tallinn";8.7;FALSE;TRUE;FALSE;290.5;2.1;1.92;125;75;180;55000;41;"Kashima";19;FALSE;FALSE;FALSE;331;2;2.75;37.5;12.5;250;0;25
"Suez";77.5;20;2;12275;15591;0;"WNA";"Tallinn";8.7;FALSE;TRUE;FALSE;290.5;2.1;1.92;125;75;180;55000;41;"Chiba";19;FALSE;FALSE;FALSE;331;2;2.53;125;75;250;500000;167
"Suez";77.5;20;2;11920;15241;0;"WNA";"Tallinn";8.7;FALSE;TRUE;FALSE;290.5;2.1;1.92;125;75;180;55000;41;"Incheon";15;FALSE;FALSE;FALSE;344;2;1.81;125;75;400;0;150
"No";200;50;0;1137;1137;0;"WNA";"Tallinn";8.7;FALSE;TRUE;FALSE;290.5;2.1;1.92;125;75;180;55000;41;"Rotterdam";22.5;FALSE;FALSE;FALSE;271;2.06;3.36;125;75;250;500000;430
"No";200;50;0;1221;1221;0;"WNA";"Tallinn";8.7;FALSE;TRUE;FALSE;290.5;2.1;1.92;125;75;180;55000;41;"Dunkirk";18;FALSE;FALSE;FALSE;305;2.06;2.54;125;75;270;190000;57
"No";200;50;0;1652;1652;0;"WNA";"Tallinn";8.7;FALSE;TRUE;FALSE;290.5;2.1;1.92;125;75;180;55000;41;"Cork";8.7;FALSE;FALSE;FALSE;418;2.06;2.48;37.5;12.5;280;25000;9
"No";200;50;0;999;999;0;"WNA";"Tallinn";8.7;FALSE;TRUE;FALSE;290.5;2.1;1.92;125;75;180;55000;41;"Wilhelmshaven";18.5;FALSE;FALSE;FALSE;277;2.06;2.17;125;75;250;45000;43
"Suez";77.5;20;2;7400;11823;0;"WNA";"Tallinn";8.7;FALSE;TRUE;FALSE;290.5;2.1;1.92;125;75;180;55000;41;"Mumbai";11.8;FALSE;FALSE;FALSE;329;2.08;4.27;125;75;90;50000;57
"Suez";77.5;20;2;9045;12713;0;"WNA";"Tallinn";8.7;FALSE;TRUE;FALSE;290.5;2.1;1.92;125;75;180;55000;41;"Kolkata";8.7;FALSE;FALSE;FALSE;357;2.08;2.13;125;75;90;35000;57
"Suez";77.5;20;2;7213;11895;0;"WNA";"Tallinn";8.7;FALSE;TRUE;FALSE;290.5;2.1;1.92;125;75;180;55000;41;"Karachi";10.75;FALSE;FALSE;FALSE;340;2.08;3.67;125;75;90;26000;38
"No";200;50;0;4082;4082;0;"WNA";"Tallinn";8.7;FALSE;TRUE;FALSE;290.5;2.1;1.92;125;75;180;55000;41;"Izmir";10;FALSE;FALSE;FALSE;371;2.06;2.47;125;75;400;0;12
"No";200;50;0;3131;3131;0;"WNA";"Tallinn";8.7;FALSE;TRUE;FALSE;290.5;2.1;1.92;125;75;180;55000;41;"Marseille";11;FALSE;FALSE;FALSE;294;2.06;4.21;125;75;270;500000;86
"No";200;50;0;1814;1814;0;"WNA";"Tallinn";8.7;FALSE;TRUE;FALSE;290.5;2.1;1.92;125;75;180;55000;41;"Gijon";17.9;FALSE;FALSE;FALSE;305;2.06;4.05;75;37.5;400;0;15
"Suez";77.5;20;2;7245;11978;0;"WNA";"Tallinn";8.7;FALSE;TRUE;FALSE;290.5;2.1;1.92;125;75;180;55000;41;"Mina Saqr";12.2;FALSE;FALSE;FALSE;364;2.06;5.01;37.5;12.5;400;0;66
"Suez";77.5;20;2;6946;11679;0;"WNA";"Tallinn";8.7;FALSE;TRUE;FALSE;290.5;2.1;1.92;125;75;180;55000;41;"Mina Qaboos";13;FALSE;FALSE;FALSE;364;2.06;3.01;125;75;400;0;14
"Suez";77.5;20;2;5077;11877;0;"WNA";"Tallinn";8.7;FALSE;TRUE;FALSE;290.5;2.1;1.92;125;75;180;55000;41;"Jeddah";13.5;FALSE;FALSE;FALSE;364;2.06;3;75;37.5;160;45000;52
"No";200;50;0;2422;2422;0;"WNA";"Tallinn";8.7;FALSE;TRUE;FALSE;290.5;2.1;1.92;125;75;180;55000;41;"Tanger";16;FALSE;FALSE;FALSE;371;2.06;3.96;37.5;12.5;400;0;12
"No";200;50;0;3304;3304;0;"WNA";"Tallinn";8.7;FALSE;TRUE;FALSE;290.5;2.1;1.92;125;75;180;55000;41;"Nouadhibou";16.15;FALSE;FALSE;FALSE;426;2.06;4.32;75;37.5;400;0;17
"No";200;50;0;4239;4239;0;"WNA";"Tallinn";8.7;FALSE;TRUE;FALSE;290.5;2.1;1.92;125;75;180;55000;41;"Alexandria";12.8;FALSE;FALSE;FALSE;380;2.06;1.89;0;0;110;90000;34
"No";200;50;0;5905;5905;0;"WNA";"Tallinn";8.7;FALSE;TRUE;FALSE;290.5;2.1;1.92;125;75;180;55000;41;"Corpus Christi";15;FALSE;FALSE;FALSE;305;2.1;2.94;37.5;12.5;260;25000;88
"No";200;50;0;4204;4204;0;"WNA";"Tallinn";8.7;FALSE;TRUE;FALSE;290.5;2.1;1.92;125;75;180;55000;41;"New York";16.8;FALSE;FALSE;FALSE;292;2.1;2.42;125;75;260;75000;78
"Panama";32.53;12.6;2;8514;14246;0;"WNA";"Tallinn";8.7;FALSE;TRUE;FALSE;290.5;2.1;1.92;125;75;180;55000;41;"Ensenada";13.5;FALSE;FALSE;FALSE;335;2.1;3.22;12.5;12.5;140;65000;3
"Panama";32.53;12.6;2;9568;15319;0;"WNA";"Tallinn";8.7;FALSE;TRUE;FALSE;290.5;2.1;1.92;125;75;180;55000;41;"Portland";12.3;FALSE;FALSE;FALSE;340;2.1;2.44;125;75;260;81000;15
"Suez";77.5;20;2;10457;12409;0;"WNA";"Tallinn";8.7;FALSE;TRUE;FALSE;290.5;2.1;1.92;125;75;180;55000;41;"Dampier";18;FALSE;FALSE;FALSE;429;2.06;4.79;125;12.5;400;0;171
"Suez";77.5;20;2;12705;13842;0;"WNA";"Tallinn";8.7;FALSE;TRUE;FALSE;290.5;2.1;1.92;125;75;180;55000;41;"Newcastle";16.2;FALSE;FALSE;FALSE;419;2.06;3.15;75;37.5;400;0;91
"Suez";77.5;20;2;12191;13328;0;"WNA";"Tallinn";8.7;FALSE;TRUE;FALSE;290.5;2.1;1.92;125;75;180;55000;41;"Melbourne";12.1;FALSE;FALSE;FALSE;439;2.06;3.96;37.5;12.5;270;20000;80
"Suez";77.5;20;2;9393;12860;0;"WNA";"Tallinn";8.7;FALSE;TRUE;FALSE;290.5;2.1;1.92;125;75;180;55000;41;"Pasir Gudang";12.5;FALSE;FALSE;FALSE;296;2.04;1.99;75;37.5;160;450000;43
"Suez";77.5;20;2;10199;13643;0;"WNA";"Tallinn";8.7;FALSE;TRUE;FALSE;290.5;2.1;1.92;125;75;180;55000;41;"Sihanoukville";10.5;FALSE;FALSE;FALSE;309;2.04;2.48;75;12.5;400;0;2
"Suez";77.5;20;2;10690;14021;0;"WNA";"Tallinn";8.7;FALSE;TRUE;FALSE;290.5;2.1;1.92;125;75;180;55000;41;"Hai Phong";8.5;FALSE;FALSE;FALSE;333;2.04;2.87;75;37.5;90;14000;19
"No";200;50;0;6625;6625;0;"WNA";"Tallinn";8.7;FALSE;TRUE;FALSE;290.5;2.1;1.92;125;75;180;55000;41;"Walvis Bay";14;FALSE;FALSE;FALSE;481;2.2;3.84;125;37.5;240;7500;8
"No";200;50;0;8024;8024;0;"WNA";"Tallinn";8.7;FALSE;TRUE;FALSE;290.5;2.1;1.92;125;75;180;55000;41;"Richards Bay";17.5;FALSE;FALSE;FALSE;327;2.2;2.56;75;12.5;400;0;83
"No";200;50;0;7243;7243;0;"WNA";"Tallinn";8.7;FALSE;TRUE;FALSE;290.5;2.1;1.92;125;75;180;55000;41;"Cape Town";13.1;FALSE;FALSE;FALSE;336;2.2;3.01;125;75;240;200000;13
"Panama";32.53;12.6;2;8514;9703;0;"WNA";"Tallinn";8.7;FALSE;TRUE;FALSE;290.5;2.1;1.92;125;75;180;55000;41;"San Vicente";12.2;FALSE;FALSE;FALSE;414;2.1;3.26;125;37.5;400;0;3
"Panama";32.53;12.6;2;8356;9906;0;"WNA";"Tallinn";8.7;FALSE;TRUE;FALSE;290.5;2.1;1.92;125;75;180;55000;41;"San Antonio";13.5;FALSE;FALSE;FALSE;364;2.1;4.07;75;12.5;400;0;13
"Panama";32.53;12.6;2;6192;11972;0;"WNA";"Tallinn";8.7;FALSE;TRUE;FALSE;290.5;2.1;1.92;125;75;180;55000;41;"Esmeraldas";11;FALSE;FALSE;FALSE;421;2.1;2.01;0;0;400;0;1
"No";200;50;0;4095;4095;0;"WNA";"Tallinn";8.7;FALSE;TRUE;FALSE;290.5;2.1;1.92;125;75;180;55000;41;"Kamsar";230;FALSE;FALSE;FALSE;393;2.26;3.88;125;75;400;0;19
"No";200;50;0;5139;5139;0;"WNA";"Tallinn";8.7;FALSE;TRUE;FALSE;290.5;2.1;1.92;125;75;180;55000;41;"Lome";11.5;FALSE;FALSE;FALSE;372;2.26;1.94;75;37.5;400;0;1
"No";200;50;0;5613;5613;0;"WNA";"Tallinn";8.7;FALSE;TRUE;FALSE;290.5;2.1;1.92;125;75;180;55000;41;"Port-Gentil";10.5;FALSE;FALSE;FALSE;393;2.26;2.75;12.5;12.5;400;0;4
"No";200;50;0;240;240;0;"WNA";"Rostock";13;FALSE;TRUE;FALSE;294;2.1;2.57;0;0;250;75000;10;"Gothenburg";7.4;FALSE;TRUE;FALSE;294;2.1;1.92;125;75;270;24000;60
"No";200;50;0;277;277;0;"WNA";"Rostock";13;FALSE;TRUE;FALSE;294;2.1;2.57;0;0;250;75000;10;"Gdansk";15;FALSE;TRUE;FALSE;294;2.1;2.17;75;37.5;180;135000;24
"No";200;50;0;558;558;0;"WNA";"Rostock";13;FALSE;TRUE;FALSE;294;2.1;2.57;0;0;250;75000;10;"Tallinn";8.7;FALSE;TRUE;FALSE;290.5;2.1;1.92;125;75;180;55000;41
"No";200;50;0;0;0;0;"WNA";"Rostock";13;FALSE;TRUE;FALSE;294;2.1;2.57;0;0;250;75000;10;"Rostock";13;FALSE;TRUE;FALSE;294;2.1;2.57;0;0;250;75000;10
"No";200;50;0;4163;4163;0;"WNA";"Rostock";13;FALSE;TRUE;FALSE;294;2.1;2.57;0;0;250;75000;10;"Odessa";12.5;FALSE;TRUE;FALSE;319;2.2;3.72;0;0;100;55000;35
"No";200;50;0;4277;4277;0;"WNA";"Rostock";13;FALSE;TRUE;FALSE;294;2.1;2.57;0;0;250;75000;10;"Novorossiysk";13.2;FALSE;TRUE;FALSE;340;2.2;2.75;125;75;150;190000;1
"No";200;50;0;4407;4407;0;"WNA";"Rostock";13;FALSE;TRUE;FALSE;294;2.1;2.57;0;0;250;75000;10;"Batumi";10.5;FALSE;TRUE;FALSE;414;2.2;4.17;12.5;12.5;400;0;4
"Suez";77.5;20;2;11185;14503;0;"WNA";"Rostock";13;FALSE;TRUE;FALSE;294;2.1;2.57;0;0;250;75000;10;"Shanghai";22;FALSE;FALSE;FALSE;317;2.04;2.42;125;75;140;400000;500
"Suez";77.5;20;2;10491;13804;0;"WNA";"Rostock";13;FALSE;TRUE;FALSE;294;2.1;2.57;0;0;250;75000;10;"Guangzhou";15;FALSE;FALSE;FALSE;334;2.04;1.92;125;75;140;200000;300
"Suez";77.5;20;2;11567;14883;0;"WNA";"Rostock";13;FALSE;TRUE;FALSE;294;2.1;2.57;0;0;250;75000;10;"Dalian";10.8;FALSE;FALSE;FALSE;334;2.04;1.75;125;75;140;200000;267
"No";200;50;0;5634;5634;0;"WNA";"Rostock";13;FALSE;TRUE;FALSE;294;2.1;2.57;0;0;250;75000;10;"Tubarao";22.3;FALSE;FALSE;FALSE;305;2.08;2.82;75;37.5;400;0;80
"No";200;50;0;6611;6611;0;"WNA";"Rostock";13;FALSE;TRUE;FALSE;294;2.1;2.57;0;0;250;75000;10;"Rio Grande";12.29;FALSE;FALSE;FALSE;295;2.08;2.52;75;37.5;400;0;27
"No";200;50;0;7280;7280;0;"WNA";"Rostock";13;FALSE;TRUE;FALSE;294;2.1;2.57;0;0;250;75000;10;"Bahia Blanca";13.72;FALSE;FALSE;FALSE;338;2.08;2.9;37.5;12.5;150;90000;14
"Suez";77.5;20;2;11908;15226;0;"WNA";"Rostock";13;FALSE;TRUE;FALSE;294;2.1;2.57;0;0;250;75000;10;"Kashima";19;FALSE;FALSE;FALSE;331;2;2.75;37.5;12.5;250;0;25
"Suez";77.5;20;2;11855;15171;0;"WNA";"Rostock";13;FALSE;TRUE;FALSE;294;2.1;2.57;0;0;250;75000;10;"Chiba";19;FALSE;FALSE;FALSE;331;2;2.53;125;75;250;500000;167
"Suez";77.5;20;2;11500;14821;0;"WNA";"Rostock";13;FALSE;TRUE;FALSE;294;2.1;2.57;0;0;250;75000;10;"Incheon";15;FALSE;FALSE;FALSE;344;2;1.81;125;75;400;0;150
"No";200;50;0;717;717;0;"WNA";"Rostock";13;FALSE;TRUE;FALSE;294;2.1;2.57;0;0;250;75000;10;"Rotterdam";22.5;FALSE;FALSE;FALSE;271;2.06;3.36;125;75;250;500000;430
"No";200;50;0;801;801;0;"WNA";"Rostock";13;FALSE;TRUE;FALSE;294;2.1;2.57;0;0;250;75000;10;"Dunkirk";18;FALSE;FALSE;FALSE;305;2.06;2.54;125;75;270;190000;57
"No";200;50;0;1232;1232;0;"WNA";"Rostock";13;FALSE;TRUE;FALSE;294;2.1;2.57;0;0;250;75000;10;"Cork";8.7;FALSE;FALSE;FALSE;418;2.06;2.48;37.5;12.5;280;25000;9
"No";200;50;0;579;579;0;"WNA";"Rostock";13;FALSE;TRUE;FALSE;294;2.1;2.57;0;0;250;75000;10;"Wilhelmshaven";18.5;FALSE;FALSE;FALSE;277;2.06;2.17;125;75;250;45000;43
"Suez";77.5;20;2;6980;11403;0;"WNA";"Rostock";13;FALSE;TRUE;FALSE;294;2.1;2.57;0;0;250;75000;10;"Mumbai";11.8;FALSE;FALSE;FALSE;329;2.08;4.27;125;75;90;50000;57
"Suez";77.5;20;2;8625;12293;0;"WNA";"Rostock";13;FALSE;TRUE;FALSE;294;2.1;2.57;0;0;250;75000;10;"Kolkata";8.7;FALSE;FALSE;FALSE;357;2.08;2.13;125;75;90;35000;57
"Suez";77.5;20;2;6793;11475;0;"WNA";"Rostock";13;FALSE;TRUE;FALSE;294;2.1;2.57;0;0;250;75000;10;"Karachi";10.75;FALSE;FALSE;FALSE;340;2.08;3.67;125;75;90;26000;38
"No";200;50;0;3662;3662;0;"WNA";"Rostock";13;FALSE;TRUE;FALSE;294;2.1;2.57;0;0;250;75000;10;"Izmir";10;FALSE;FALSE;FALSE;371;2.06;2.47;125;75;400;0;12
"No";200;50;0;2711;2711;0;"WNA";"Rostock";13;FALSE;TRUE;FALSE;294;2.1;2.57;0;0;250;75000;10;"Marseille";11;FALSE;FALSE;FALSE;294;2.06;4.21;125;75;270;500000;86
"No";200;50;0;1394;1394;0;"WNA";"Rostock";13;FALSE;TRUE;FALSE;294;2.1;2.57;0;0;250;75000;10;"Gijon";17.9;FALSE;FALSE;FALSE;305;2.06;4.05;75;37.5;400;0;15
"Suez";77.5;20;2;6825;11558;0;"WNA";"Rostock";13;FALSE;TRUE;FALSE;294;2.1;2.57;0;0;250;75000;10;"Mina Saqr";12.2;FALSE;FALSE;FALSE;364;2.06;5.01;37.5;12.5;400;0;66
"Suez";77.5;20;2;6526;11259;0;"WNA";"Rostock";13;FALSE;TRUE;FALSE;294;2.1;2.57;0;0;250;75000;10;"Mina Qaboos";13;FALSE;FALSE;FALSE;364;2.06;3.01;125;75;400;0;14
"Suez";77.5;20;2;4657;11457;0;"WNA";"Rostock";13;FALSE;TRUE;FALSE;294;2.1;2.57;0;0;250;75000;10;"Jeddah";13.5;FALSE;FALSE;FALSE;364;2.06;3;75;37.5;160;45000;52
"No";200;50;0;2002;2002;0;"WNA";"Rostock";13;FALSE;TRUE;FALSE;294;2.1;2.57;0;0;250;75000;10;"Tanger";16;FALSE;FALSE;FALSE;371;2.06;3.96;37.5;12.5;400;0;12
"No";200;50;0;2884;2884;0;"WNA";"Rostock";13;FALSE;TRUE;FALSE;294;2.1;2.57;0;0;250;75000;10;"Nouadhibou";16.15;FALSE;FALSE;FALSE;426;2.06;4.32;75;37.5;400;0;17
"No";200;50;0;3819;3819;0;"WNA";"Rostock";13;FALSE;TRUE;FALSE;294;2.1;2.57;0;0;250;75000;10;"Alexandria";12.8;FALSE;FALSE;FALSE;380;2.06;1.89;0;0;110;90000;34
"No";200;50;0;5485;5485;0;"WNA";"Rostock";13;FALSE;TRUE;FALSE;294;2.1;2.57;0;0;250;75000;10;"Corpus Christi";15;FALSE;FALSE;FALSE;305;2.1;2.94;37.5;12.5;260;25000;88
"No";200;50;0;3784;3784;0;"WNA";"Rostock";13;FALSE;TRUE;FALSE;294;2.1;2.57;0;0;250;75000;10;"New York";16.8;FALSE;FALSE;FALSE;292;2.1;2.42;125;75;260;75000;78
"Panama";32.53;12.6;2;8094;13826;0;"WNA";"Rostock";13;FALSE;TRUE;FALSE;294;2.1;2.57;0;0;250;75000;10;"Ensenada";13.5;FALSE;FALSE;FALSE;335;2.1;3.22;12.5;12.5;140;65000;3
"Panama";32.53;12.6;2;9148;14899;0;"WNA";"Rostock";13;FALSE;TRUE;FALSE;294;2.1;2.57;0;0;250;75000;10;"Portland";12.3;FALSE;FALSE;FALSE;340;2.1;2.44;125;75;260;81000;15
"Suez";77.5;20;2;10037;11989;0;"WNA";"Rostock";13;FALSE;TRUE;FALSE;294;2.1;2.57;0;0;250;75000;10;"Dampier";18;FALSE;FALSE;FALSE;429;2.06;4.79;125;12.5;400;0;171
"Suez";77.5;20;2;12285;13422;0;"WNA";"Rostock";13;FALSE;TRUE;FALSE;294;2.1;2.57;0;0;250;75000;10;"Newcastle";16.2;FALSE;FALSE;FALSE;419;2.06;3.15;75;37.5;400;0;91
"Suez";77.5;20;2;11771;12908;0;"WNA";"Rostock";13;FALSE;TRUE;FALSE;294;2.1;2.57;0;0;250;75000;10;"Melbourne";12.1;FALSE;FALSE;FALSE;439;2.06;3.96;37.5;12.5;270;20000;80
"Suez";77.5;20;2;8973;12440;0;"WNA";"Rostock";13;FALSE;TRUE;FALSE;294;2.1;2.57;0;0;250;75000;10;"Pasir Gudang";12.5;FALSE;FALSE;FALSE;296;2.04;1.99;75;37.5;160;450000;43
"Suez";77.5;20;2;9779;13223;0;"WNA";"Rostock";13;FALSE;TRUE;FALSE;294;2.1;2.57;0;0;250;75000;10;"Sihanoukville";10.5;FALSE;FALSE;FALSE;309;2.04;2.48;75;12.5;400;0;2
"Suez";77.5;20;2;10270;13601;0;"WNA";"Rostock";13;FALSE;TRUE;FALSE;294;2.1;2.57;0;0;250;75000;10;"Hai Phong";8.5;FALSE;FALSE;FALSE;333;2.04;2.87;75;37.5;90;14000;19
"No";200;50;0;6205;6205;0;"WNA";"Rostock";13;FALSE;TRUE;FALSE;294;2.1;2.57;0;0;250;75000;10;"Walvis Bay";14;FALSE;FALSE;FALSE;481;2.2;3.84;125;37.5;240;7500;8
"No";200;50;0;7604;7604;0;"WNA";"Rostock";13;FALSE;TRUE;FALSE;294;2.1;2.57;0;0;250;75000;10;"Richards Bay";17.5;FALSE;FALSE;FALSE;327;2.2;2.56;75;12.5;400;0;83
"No";200;50;0;6823;6823;0;"WNA";"Rostock";13;FALSE;TRUE;FALSE;294;2.1;2.57;0;0;250;75000;10;"Cape Town";13.1;FALSE;FALSE;FALSE;336;2.2;3.01;125;75;240;200000;13
"Panama";32.53;12.6;2;8094;9283;0;"WNA";"Rostock";13;FALSE;TRUE;FALSE;294;2.1;2.57;0;0;250;75000;10;"San Vicente";12.2;FALSE;FALSE;FALSE;414;2.1;3.26;125;37.5;400;0;3
"Panama";32.53;12.6;2;7936;9486;0;"WNA";"Rostock";13;FALSE;TRUE;FALSE;294;2.1;2.57;0;0;250;75000;10;"San Antonio";13.5;FALSE;FALSE;FALSE;364;2.1;4.07;75;12.5;400;0;13
"Panama";32.53;12.6;2;5772;11552;0;"WNA";"Rostock";13;FALSE;TRUE;FALSE;294;2.1;2.57;0;0;250;75000;10;"Esmeraldas";11;FALSE;FALSE;FALSE;421;2.1;2.01;0;0;400;0;1
"No";200;50;0;3675;3675;0;"WNA";"Rostock";13;FALSE;TRUE;FALSE;294;2.1;2.57;0;0;250;75000;10;"Kamsar";230;FALSE;FALSE;FALSE;393;2.26;3.88;125;75;400;0;19
"No";200;50;0;4719;4719;0;"WNA";"Rostock";13;FALSE;TRUE;FALSE;294;2.1;2.57;0;0;250;75000;10;"Lome";11.5;FALSE;FALSE;FALSE;372;2.26;1.94;75;37.5;400;0;1
"No";200;50;0;5193;5193;0;"WNA";"Rostock";13;FALSE;TRUE;FALSE;294;2.1;2.57;0;0;250;75000;10;"Port-Gentil";10.5;FALSE;FALSE;FALSE;393;2.26;2.75;12.5;12.5;400;0;4
"No";200;50;0;3947;3947;0;"WNA";"Odessa";12.5;FALSE;TRUE;FALSE;319;2.2;3.72;0;0;100;55000;35;"Gothenburg";7.4;FALSE;TRUE;FALSE;294;2.1;1.92;125;75;270;24000;60
"No";200;50;0;4320;4320;0;"WNA";"Odessa";12.5;FALSE;TRUE;FALSE;319;2.2;3.72;0;0;100;55000;35;"Gdansk";15;FALSE;TRUE;FALSE;294;2.1;2.17;75;37.5;180;135000;24
"No";200;50;0;4583;4583;0;"WNA";"Odessa";12.5;FALSE;TRUE;FALSE;319;2.2;3.72;0;0;100;55000;35;"Tallinn";8.7;FALSE;TRUE;FALSE;290.5;2.1;1.92;125;75;180;55000;41
"No";200;50;0;4163;4163;0;"WNA";"Odessa";12.5;FALSE;TRUE;FALSE;319;2.2;3.72;0;0;100;55000;35;"Rostock";13;FALSE;TRUE;FALSE;294;2.1;2.57;0;0;250;75000;10
"No";200;50;0;0;0;0;"Design";"Odessa";12.5;FALSE;TRUE;FALSE;319;2.2;3.72;0;0;100;55000;35;"Odessa";12.5;FALSE;TRUE;FALSE;319;2.2;3.72;0;0;100;55000;35
"No";200;50;0;362;362;0;"Design";"Odessa";12.5;FALSE;TRUE;FALSE;319;2.2;3.72;0;0;100;55000;35;"Novorossiysk";13.2;FALSE;TRUE;FALSE;340;2.2;2.75;125;75;150;190000;1
"No";200;50;0;565;565;0;"Design";"Odessa";12.5;FALSE;TRUE;FALSE;319;2.2;3.72;0;0;100;55000;35;"Batumi";10.5;FALSE;TRUE;FALSE;414;2.2;4.17;12.5;12.5;400;0;4
"Suez";77.5;20;2;8379;14914;0;"Design";"Odessa";12.5;FALSE;TRUE;FALSE;319;2.2;3.72;0;0;100;55000;35;"Shanghai";22;FALSE;FALSE;FALSE;317;2.04;2.42;125;75;140;400000;500
"Suez";77.5;20;2;7685;14215;0;"Design";"Odessa";12.5;FALSE;TRUE;FALSE;319;2.2;3.72;0;0;100;55000;35;"Guangzhou";15;FALSE;FALSE;FALSE;334;2.04;1.92;125;75;140;200000;300
"Suez";77.5;20;2;8761;15294;0;"Design";"Odessa";12.5;FALSE;TRUE;FALSE;319;2.2;3.72;0;0;100;55000;35;"Dalian";10.8;FALSE;FALSE;FALSE;334;2.04;1.75;125;75;140;200000;267
"No";200;50;0;6063;6063;0;"Design";"Odessa";12.5;FALSE;TRUE;FALSE;319;2.2;3.72;0;0;100;55000;35;"Tubarao";22.3;FALSE;FALSE;FALSE;305;2.08;2.82;75;37.5;400;0;80
"No";200;50;0;7040;7040;0;"Design";"Odessa";12.5;FALSE;TRUE;FALSE;319;2.2;3.72;0;0;100;55000;35;"Rio Grande";12.29;FALSE;FALSE;FALSE;295;2.08;2.52;75;37.5;400;0;27
"No";200;50;0;7709;7709;0;"Design";"Odessa";12.5;FALSE;TRUE;FALSE;319;2.2;3.72;0;0;100;55000;35;"Bahia Blanca";13.72;FALSE;FALSE;FALSE;338;2.08;2.9;37.5;12.5;150;90000;14
"Suez";77.5;20;2;9102;15637;0;"Design";"Odessa";12.5;FALSE;TRUE;FALSE;319;2.2;3.72;0;0;100;55000;35;"Kashima";19;FALSE;FALSE;FALSE;331;2;2.75;37.5;12.5;250;0;25
"Suez";77.5;20;2;9049;15582;0;"Design";"Odessa";12.5;FALSE;TRUE;FALSE;319;2.2;3.72;0;0;100;55000;35;"Chiba";19;FALSE;FALSE;FALSE;331;2;2.53;125;75;250;500000;167
"Suez";77.5;20;2;8694;15232;0;"Design";"Odessa";12.5;FALSE;TRUE;FALSE;319;2.2;3.72;0;0;100;55000;35;"Incheon";15;FALSE;FALSE;FALSE;344;2;1.81;125;75;400;0;150
"No";200;50;0;3503;3503;0;"WNA";"Odessa";12.5;FALSE;TRUE;FALSE;319;2.2;3.72;0;0;100;55000;35;"Rotterdam";22.5;FALSE;FALSE;FALSE;271;2.06;3.36;125;75;250;500000;430
"No";200;50;0;3404;3404;0;"WNA";"Odessa";12.5;FALSE;TRUE;FALSE;319;2.2;3.72;0;0;100;55000;35;"Dunkirk";18;FALSE;FALSE;FALSE;305;2.06;2.54;125;75;270;190000;57
"No";200;50;0;3238;3238;0;"WNA";"Odessa";12.5;FALSE;TRUE;FALSE;319;2.2;3.72;0;0;100;55000;35;"Cork";8.7;FALSE;FALSE;FALSE;418;2.06;2.48;37.5;12.5;280;25000;9
"No";200;50;0;3700;3700;0;"WNA";"Odessa";12.5;FALSE;TRUE;FALSE;319;2.2;3.72;0;0;100;55000;35;"Wilhelmshaven";18.5;FALSE;FALSE;FALSE;277;2.06;2.17;125;75;250;45000;43
"Suez";77.5;20;2;4174;11814;0;"Design";"Odessa";12.5;FALSE;TRUE;FALSE;319;2.2;3.72;0;0;100;55000;35;"Mumbai";11.8;FALSE;FALSE;FALSE;329;2.08;4.27;125;75;90;50000;57
"Suez";77.5;20;2;5819;12704;0;"Design";"Odessa";12.5;FALSE;TRUE;FALSE;319;2.2;3.72;0;0;100;55000;35;"Kolkata";8.7;FALSE;FALSE;FALSE;357;2.08;2.13;125;75;90;35000;57
