"Type";"Start Port";"Start Week";"Destination";"Duration";"Weight";"Pickup Interval";"Cargo";"Cranes";"Ice Class";"Bi Fuel";"Rate";"Currency";"Discharge Time";"Port Days";"SSHINC";"Demurage";"Signing Fee";"Cargo Volume";"Floor Strength";"Maintenance Period";"Monthly Payment Date";"Penalty";"Broker";"Commission"
"Voyage Charter";"San Antonio";9;"Hamburg";10;104469;0;"Agribulk";FALSE;FALSE;FALSE;21.15;"USD";0;28;FALSE;18250;0.27;0;0;0;0;7300;"Brauner International";0.03
"Voyage Charter";"Gothenburg";9;"Odessa";7;41406;0;"Iron Ore";TRUE;TRUE;FALSE;14.7;"USD";0;32;FALSE;20765;0.04;0;0;0;0;8306;"Brauner International";0.04
"Voyage Charter";"Rotterdam";9;"Hamburg";1;5069;0;"Agribulk";FALSE;FALSE;FALSE;18;"USD";0;1;FALSE;11025;0.04;0;0;0;0;4410;"ABC Logisitcs";0.05
"Voyage Charter";"Dalian";9;"Novorossiysk";10;49519;0;"Minor Ores";FALSE;TRUE;FALSE;23.22;"USD";0;6;FALSE;20765;0.47;0;0;0;0;8306;"Continental Maritime";0.05
"Voyage Charter";"Rostock";9;"Dalian";16;77000;0;"Fertilizers";TRUE;TRUE;FALSE;13.36;"USD";0;48;FALSE;19760;0.05;0;0;0;0;7904;"Omega Forwarding";0.04
"Voyage Charter";"Gothenburg";9;"Gdansk";1;7438;0;"Coal";FALSE;TRUE;FALSE;19.9;"USD";0;-4;TRUE;13498;0.09;0;0;0;0;5399;"Allseas Cargo";0.01
"Voyage Charter";"New York";9;"Corpus Christi";3;27694;0;"Steel Products";FALSE;FALSE;FALSE;12.82;"USD";0;12;TRUE;14578;0.04;0;0;0;0;5831;"McCorran Freight";0.02
"Voyage Charter";"Odessa";9;"Marseille";4;19207;0;"Steel Products";TRUE;TRUE;FALSE;13.65;"USD";0;21;TRUE;14578;0.09;0;0;0;0;5831;"Brauner International";0.01
"Voyage Charter";"Dampier";9;"Incheon";5;56468;0;"Manufactureds";FALSE;FALSE;FALSE;19.8;"USD";0;10;TRUE;20015;0.17;0;0;0;0;8006;"McCorran Freight";0.03
"Voyage Charter";"New York";9;"Corpus Christi";4;66625;0;"Steel Products";FALSE;FALSE;FALSE;9.25;"USD";0;18;FALSE;15875;0.45;0;0;0;0;6350;"McCorran Freight";0.01
"Voyage Charter";"Marseille";9;"Tanger";2;27592;0;"Minor Ores";FALSE;FALSE;FALSE;18.39;"USD";0;10;FALSE;14578;0.14;0;0;0;0;5831;"Continental Maritime";0.02
"Voyage Charter";"Gothenburg";9;"Antwerp";1;5570;0;"Manufactureds";FALSE;TRUE;FALSE;27.8;"USD";0;2;FALSE;11068;0.09;0;0;0;0;4427;"Brauner International";0.05
"Voyage Charter";"Guangzhou";9;"Jeddah";5;86088;0;"Grain";FALSE;FALSE;FALSE;7.52;"USD";0;13;FALSE;17213;0.14;0;0;0;0;6885;"Intercargo Services";0.03
"Voyage Charter";"Gothenburg";10;"Antwerp";1;11890;0;"Alumina";FALSE;TRUE;FALSE;22;"USD";0;2;FALSE;11150;0.36;0;0;0;0;4460;"ABC Logisitcs";0.02
"Voyage Charter";"Antwerp";10;"Rotterdam";1;8032;0;"Coal";FALSE;FALSE;FALSE;15;"USD";0;-1;FALSE;11150;0.4;0;0;0;0;4460;"ABC Logisitcs";0.02
"Voyage Charter";"Antwerp";10;"Kamsar";4;73304;0;"Steel Products";FALSE;FALSE;FALSE;8.96;"USD";0;7;TRUE;17888;0.29;0;0;0;0;7155;"Brauner International";0.05
"Voyage Charter";"Corpus Christi";10;"Hamburg";7;101833;0;"Agribulk";FALSE;FALSE;FALSE;12.03;"USD";0;25;TRUE;17508;0.23;0;0;0;0;7003;"Worldwide Freight";0.05
"Voyage Charter";"Marseille";10;"Odessa";5;20262;0;"Minor Ores";TRUE;TRUE;FALSE;13.67;"USD";0;21;FALSE;15420;0.35;0;0;0;0;6168;"Continental Maritime";0.05
"Voyage Charter";"Antwerp";10;"Rotterdam";1;4034;0;"Iron Ore";FALSE;FALSE;FALSE;21.98;"USD";0;-1;TRUE;11093;0.45;0;0;0;0;4437;"ABC Logisitcs";0.02
"Voyage Charter";"Jeddah";10;"Kolkata";4;27503;0;"Agribulk";FALSE;FALSE;FALSE;12.37;"USD";0;7;TRUE;20765;0.4;0;0;0;0;8306;"Cargo Excellence";0.01
"Voyage Charter";"Gdansk";10;"Gothenburg";1;14898;0;"Manufactureds";FALSE;TRUE;FALSE;22.8;"BRL";0;5;FALSE;15228;0.49;0;0;0;0;6091;"Worldwide Freight";0.05
"Voyage Charter";"Gijon";10;"San Antonio";7;22542;0;"Grain";FALSE;FALSE;FALSE;30.27;"USD";0;10;FALSE;15228;0.34;0;0;0;0;6091;"Intercargo Services";0.05
"Voyage Charter";"Gothenburg";10;"Odessa";9;65181;0;"Iron Ore";TRUE;TRUE;FALSE;6.54;"USD";0;48;FALSE;16150;0.13;0;0;0;0;6460;"Brauner International";0.03
"Voyage Charter";"Izmir";10;"Rotterdam";4;63115;0;"Coal";FALSE;FALSE;FALSE;8;"USD";0;8;FALSE;15875;0.23;0;0;0;0;6350;"Worldwide Freight";0.02
"Voyage Charter";"Mina Qaboos";10;"Mina Saqr";1;5162;0;"Bauxite";FALSE;FALSE;FALSE;20.97;"USD";0;7;TRUE;11068;0.4;0;0;0;0;4427;"Mann Global Logistics";0.03
"Voyage Charter";"Rotterdam";10;"Hamburg";1;4005;0;"Agribulk";FALSE;FALSE;FALSE;20;"USD";0;1;FALSE;11068;0.42;0;0;0;0;4427;"Brauner International";0.01
"Voyage Charter";"Rotterdam";10;"Hamburg";1;5314;0;"Agribulk";FALSE;FALSE;FALSE;22.98;"USD";0;2;FALSE;11153;0.03;0;0;0;0;4461;"Worldwide Freight";0.03
"Voyage Charter";"Antwerp";10;"Gothenburg";1;11651;0;"Iron Ore";FALSE;TRUE;FALSE;20.27;"USD";0;4;TRUE;11153;0.36;0;0;0;0;4461;"Worldwide Freight";0.04
"Voyage Charter";"Pasir Gudang";10;"Chiba";3;89000;0;"Iron Ore";FALSE;FALSE;FALSE;0;"USD";0;10;FALSE;18858;0.33;0;0;0;0;7543;"Continental Maritime";0.01
"Voyage Charter";"Marseille";10;"Gijon";2;17841;0;"Minor Ores";FALSE;FALSE;FALSE;13.69;"USD";0;6;FALSE;15135;0.26;0;0;0;0;6054;"Continental Maritime";0.03
"Voyage Charter";"Mumbai";10;"Jeddah";2;15382;0;"Agribulk";FALSE;FALSE;FALSE;25.01;"USD";0;6;TRUE;15135;0.31;0;0;0;0;6054;"Cargo Excellence";0.03
"Voyage Charter";"Izmir";10;"Hamburg";3;28081;0;"Manufactureds";FALSE;FALSE;FALSE;7.5;"USD";0;1;FALSE;21823;0.28;0;0;0;0;8729;"Bosman Freight Forwarders";0.05
"Voyage Charter";"Dunkirk";10;"Antwerp";1;9051;0;"Manufactureds";FALSE;FALSE;FALSE;18.89;"USD";0;1;TRUE;11153;0.29;0;0;0;0;4461;"ABC Logisitcs";0.05
"Voyage Charter";"Corpus Christi";11;"New York";4;26050;0;"Grain";FALSE;FALSE;FALSE;13.16;"USD";0;11;FALSE;15033;0.46;0;0;0;0;6013;"McCorran Freight";0.03
"Voyage Charter";"Newcastle";11;"Kolkata";5;70617;0;"Agribulk";FALSE;FALSE;FALSE;12.15;"USD";0;11;FALSE;19208;0.44;0;0;0;0;7683;"Blue Mountain Logistics";0.04
"Voyage Charter";"Rotterdam";11;"Hamburg";1;11422;0;"Agribulk";FALSE;FALSE;FALSE;33;"USD";0;1;FALSE;13675;0.44;0;0;0;0;5470;"ABC Logisitcs";0.03
"Voyage Charter";"Antwerp";11;"Melbourne";11;102568;0;"Agribulk";FALSE;FALSE;FALSE;23.05;"USD";0;25;TRUE;17475;0.15;0;0;0;0;6990;"Blue Mountain Logistics";0.01
"Voyage Charter";"Rotterdam";11;"New York";3;32654;0;"Agribulk";FALSE;FALSE;FALSE;8.5;"USD";0;-2;TRUE;20220;0.36;0;0;0;0;8088;"Brauner International";0.02
"Voyage Charter";"Rotterdam";11;"Tallinn";1;40108;0;"Coal";FALSE;TRUE;FALSE;9.53;"USD";0;5;FALSE;19470;0.33;0;0;0;0;7788;"Brauner International";0.01
"Voyage Charter";"Corpus Christi";11;"Jeddah";10;82319;0;"Grain";FALSE;FALSE;FALSE;24.32;"USD";0;21;TRUE;17980;0.08;0;0;0;0;7192;"Cargo Excellence";0.01
"Contract Of Affreightment";"Corpus Christi";11;"New York";54;58248;12;"Grain";FALSE;FALSE;FALSE;9.11;"USD";16;0;FALSE;16630;0;0;0;0;0;6652;"Intercargo Services";0.02
"Voyage Charter";"Rotterdam";11;"Antwerp";1;2987;0;"Manufactureds";FALSE;FALSE;FALSE;27;"USD";0;-3;TRUE;13498;0.41;0;0;0;0;5399;"Bosman Freight Forwarders";0.01
"Voyage Charter";"Antwerp";11;"Mumbai";8;39247;0;"Agribulk";FALSE;FALSE;FALSE;17.45;"USD";0;-1;TRUE;17598;0.35;0;0;0;0;7039;"Worldwide Freight";0.05
"Voyage Charter";"Pasir Gudang";11;"Marseille";9;92781;0;"Minor Ores";FALSE;FALSE;FALSE;12.91;"USD";0;10;FALSE;19760;0.46;0;0;0;0;7904;"Blue Mountain Logistics";0.03
"Contract Of Affreightment";"Rotterdam";11;"Mina Saqr";55;103741;7;"Agribulk";FALSE;FALSE;FALSE;12.82;"USD";25;0;TRUE;16430;0;0;0;0;0;6572;"Worldwide Freight";0.03
"Voyage Charter";"Tallinn";11;"Marseille";2;32666;0;"Steel Products";FALSE;TRUE;FALSE;11.77;"EUR";0;6;TRUE;19215;0.38;0;0;0;0;7686;"Great Eagle Tranport Services";0.03
"Voyage Charter";"Portland";11;"Tallinn";11;87618;0;"Coal";FALSE;TRUE;FALSE;15.81;"USD";0;9;TRUE;19025;0.1;0;0;0;0;7610;"Worldwide Freight";0.05
"Voyage Charter";"Odessa";11;"Marseille";4;15393;0;"Minor Ores";TRUE;TRUE;FALSE;16.97;"USD";0;18;FALSE;14578;0.4;0;0;0;0;5831;"Brauner International";0.03
"Voyage Charter";"Chiba";11;"New York";11;97245;0;"Steel Products";FALSE;FALSE;FALSE;10.11;"USD";0;7;FALSE;19025;0.19;0;0;0;0;7610;"Omega Forwarding";0.03
"Voyage Charter";"Marseille";11;"Izmir";1;39293;0;"Minor Ores";FALSE;FALSE;FALSE;7.38;"USD";0;6;FALSE;19215;0.02;0;0;0;0;7686;"Continental Maritime";0.05
"Voyage Charter";"Jeddah";11;"Kolkata";4;34552;0;"Agribulk";FALSE;FALSE;FALSE;11.3;"USD";0;8;FALSE;19215;0.33;0;0;0;0;7686;"Cargo Excellence";0.02
"Contract Of Affreightment";"Gothenburg";11;"Izmir";52;18176;5;"Manufactureds";FALSE;TRUE;FALSE;26.45;"USD";6;0;FALSE;15135;0;0;0;0;0;6054;"Worldwide Freight";0.01
"Voyage Charter";"Corpus Christi";11;"New York";3;39753;0;"Coal";FALSE;FALSE;FALSE;9.35;"USD";0;12;FALSE;21823;0.24;0;0;0;0;8729;"ABC Logisitcs";0.01
"Voyage Charter";"New York";11;"Corpus Christi";3;15738;0;"Manufactureds";FALSE;FALSE;FALSE;10;"USD";0;-1;TRUE;15135;0.22;0;0;0;0;6054;"ABC Logisitcs";0.01
"Voyage Charter";"San Antonio";11;"Chiba";8;46612;0;"Iron Ore";FALSE;FALSE;FALSE;17.96;"USD";0;12;TRUE;21823;0.14;0;0;0;0;8729;"McCorran Freight";0.05
"Voyage Charter";"Marseille";11;"Antwerp";2;33579;0;"Alumina";FALSE;FALSE;FALSE;9.99;"USD";0;5;TRUE;21823;0.5;0;0;0;0;8729;"ABC Logisitcs";0.01
"Contract Of Affreightment";"Tubarao";11;"Corpus Christi";55;38197;3;"Project";FALSE;FALSE;FALSE;40;"USD";27;0;TRUE;15243;0;0;0;0;0;6097;"Crafters Group";0.04
"Voyage Charter";"Marseille";11;"Dunkirk";2;44646;0;"Minor Ores";FALSE;FALSE;FALSE;11.55;"USD";0;6;TRUE;20745;0.35;0;0;0;0;8298;"Great Eagle Tranport Services";0.02
"Voyage Charter";"Corpus Christi";11;"New York";4;56718;0;"Bauxite";FALSE;FALSE;FALSE;8;"USD";0;16;FALSE;15568;0.33;0;0;0;0;6227;"McCorran Freight";0.03
"Voyage Charter";"Incheon";11;"Alexandria";14;45000;0;"Bauxite";TRUE;FALSE;FALSE;1;"USD";0;7;FALSE;20745;0.37;0;0;0;0;8298;"Great Eagle Tranport Services";0.05
"Voyage Charter";"Tubarao";11;"New York";4;81012;0;"Steel Products";FALSE;FALSE;FALSE;13.47;"USD";0;10;TRUE;19090;0.08;0;0;0;0;7636;"ABC Logisitcs";0.01
"Voyage Charter";"Tubarao";11;"Corpus Christi";5;40872;0;"Grain";FALSE;FALSE;FALSE;15.42;"USD";0;13;TRUE;20745;0.28;0;0;0;0;8298;"Crafters Group";0.02
"Voyage Charter";"Hamburg";11;"Kamsar";4;114807;0;"Minor Ores";FALSE;FALSE;FALSE;5.11;"USD";0;10;FALSE;15138;0.36;0;0;0;0;6055;"Worldwide Freight";0.01
"Voyage Charter";"New York";11;"Corpus Christi";4;84763;0;"Coal";FALSE;FALSE;FALSE;14.09;"USD";0;19;TRUE;19090;0.14;0;0;0;0;7636;"McCorran Freight";0.05
"Voyage Charter";"Hamburg";11;"Marseille";2;24131;0;"Fertilizers";FALSE;FALSE;FALSE;20.76;"USD";0;5;TRUE;14278;0.26;0;0;0;0;5711;"Brauner International";0.03
"Voyage Charter";"Tallinn";12;"Gothenburg";1;15559;0;"Coal";FALSE;TRUE;FALSE;20.66;"INR";0;5;TRUE;15420;0.46;0;0;0;0;6168;"Allseas Cargo";0.03
"Voyage Charter";"Marseille";12;"Rotterdam";2;42280;0;"Coal";FALSE;FALSE;FALSE;5.17;"USD";0;6;TRUE;20578;0.35;0;0;0;0;8231;"Great Eagle Tranport Services";0.02
"Voyage Charter";"Mumbai";12;"Kolkata";2;15294;0;"Agribulk";FALSE;FALSE;FALSE;2;"USD";0;5;FALSE;14935;0.36;0;0;0;0;5974;"Cargo Excellence";0.01
"Voyage Charter";"Chiba";12;"Sihanoukville";3;31591;0;"Coal";FALSE;FALSE;FALSE;10;"USD";0;10;TRUE;17598;0.31;0;0;0;0;7039;"Blue Mountain Logistics";0.04
"Voyage Charter";"Corpus Christi";12;"Antwerp";7;103067;0;"Grain";FALSE;FALSE;FALSE;13.87;"USD";0;24;FALSE;17213;0.45;0;0;0;0;6885;"McCorran Freight";0.01
"Voyage Charter";"Gothenburg";12;"New York";3;35494;0;"Coal";FALSE;TRUE;FALSE;17.58;"USD";0;5;TRUE;19215;0.29;0;0;0;0;7686;"Worldwide Freight";0.03
"Voyage Charter";"Pasir Gudang";12;"Hai Phong";2;8629;0;"Manufactureds";FALSE;FALSE;FALSE;29.23;"USD";0;6;FALSE;11153;0.31;0;0;0;0;4461;"Blue Mountain Logistics";0.02
"Voyage Charter";"Antwerp";12;"Rotterdam";1;10778;0;"Iron Ore";FALSE;FALSE;FALSE;16;"USD";0;-2;TRUE;11153;0.4;0;0;0;0;4461;"Worldwide Freight";0.01
"Voyage Charter";"Odessa";12;"Antwerp";9;61602;0;"Steel Products";TRUE;TRUE;FALSE;7;"USD";0;47;TRUE;16078;0.11;0;0;0;0;6431;"ABC Logisitcs";0.01
"Voyage Charter";"Dalian";12;"Rotterdam";10;102589;0;"Iron Ore";FALSE;FALSE;FALSE;19.58;"USD";0;8;TRUE;18018;0.04;0;0;0;0;7207;"Brauner International";0.02
"Voyage Charter";"Tubarao";12;"San Antonio";4;43464;0;"Iron Ore";FALSE;FALSE;FALSE;12.4;"USD";0;-14;TRUE;21823;0.23;0;0;0;0;8729;"Crafters Group";0.03
"Voyage Charter";"Hamburg";12;"Rotterdam";1;11831;0;"Fertilizers";FALSE;FALSE;FALSE;9;"USD";0;-4;TRUE;11153;0.41;0;0;0;0;4461;"ABC Logisitcs";0.02
"Voyage Charter";"Cape Town";12;"Newcastle";6;34286;0;"Grain";FALSE;FALSE;FALSE;15.06;"USD";0;8;FALSE;21823;0.23;0;0;0;0;8729;"Blue Mountain Logistics";0.01
"Contract Of Affreightment";"Antwerp";12;"Dunkirk";52;16871;3;"Grain";FALSE;FALSE;FALSE;15.73;"USD";6;0;TRUE;14278;0;0;0;0;0;5711;"Intercargo Services";0.02
"Voyage Charter";"Antwerp";12;"Rotterdam";1;1521;0;"Project";FALSE;FALSE;FALSE;69.21;"USD";0;0;FALSE;10975;0.33;0;0;0;0;4390;"Worldwide Freight";0.02
"Voyage Charter";"Richards Bay";12;"Shanghai";6;33508;0;"Coal";FALSE;FALSE;FALSE;17.16;"USD";0;11;FALSE;20745;0.13;0;0;0;0;8298;"Omega Forwarding";0.04
"Voyage Charter";"Shanghai";12;"Richards Bay";7;46442;0;"Manufactureds";FALSE;FALSE;FALSE;18.19;"USD";0;15;FALSE;19090;0.46;0;0;0;0;7636;"BYFCP";0.02
"Voyage Charter";"Rotterdam";12;"Marseille";2;23610;0;"Iron Ore";FALSE;FALSE;FALSE;11;"USD";0;1;TRUE;14278;0.05;0;0;0;0;5711;"Great Eagle Tranport Services";0.04
"Voyage Charter";"Gdansk";12;"Tallinn";2;7860;0;"Project";FALSE;TRUE;FALSE;50.55;"USD";0;8;FALSE;14278;0.38;0;0;0;0;5711;"Worldwide Freight";0.03
"Voyage Charter";"New York";12;"Rostock";12;25006;0;"Project";TRUE;TRUE;FALSE;66.35;"USD";0;66;TRUE;17853;0.12;0;0;0;0;7141;"McCorran Freight";0.01
"Voyage Charter";"Marseille";12;"Rotterdam";3;84434;0;"Alumina";FALSE;FALSE;FALSE;11.08;"USD";0;8;TRUE;19090;0.12;0;0;0;0;7636;"Worldwide Freight";0.03
"Voyage Charter";"Corpus Christi";12;"New York";4;47611;0;"Grain";FALSE;FALSE;FALSE;10.06;"USD";0;14;TRUE;20323;0.27;0;0;0;0;8129;"ABC Logisitcs";0.01
"Voyage Charter";"New York";12;"Corpus Christi";3;24825;0;"Manufactureds";FALSE;FALSE;FALSE;13.48;"USD";0;11;TRUE;20323;0.09;0;0;0;0;8129;"McCorran Freight";0.02
"Voyage Charter";"Gdansk";12;"Gothenburg";2;6225;0;"Coal";FALSE;TRUE;FALSE;18;"BRL";0;3;TRUE;11268;0.13;0;0;0;0;4507;"Allseas Cargo";0.05
"Voyage Charter";"Corpus Christi";12;"New York";3;22190;0;"Coal";FALSE;FALSE;FALSE;12.6;"USD";0;10;FALSE;14723;0.15;0;0;0;0;5889;"Allseas Cargo";0.01
"Voyage Charter";"New York";12;"Corpus Christi";3;20190;0;"Steel Products";FALSE;FALSE;FALSE;12.81;"USD";0;9;TRUE;14723;0.42;0;0;0;0;5889;"McCorran Freight";0.01
"Voyage Charter";"Wilhelmshaven";12;"Rotterdam";1;4943;0;"Iron Ore";FALSE;FALSE;FALSE;23.98;"USD";0;2;FALSE;11268;0.21;0;0;0;0;4507;"Brauner International";0.03
"Voyage Charter";"Shanghai";12;"Tallinn";11;59142;0;"Manufactureds";FALSE;TRUE;FALSE;30.72;"USD";0;8;TRUE;21125;0.19;0;0;0;0;8450;"Bosman Freight Forwarders";0.04
"Voyage Charter";"Rio Grande";12;"Tubarao";1;20351;0;"Grain";FALSE;FALSE;FALSE;17.39;"USD";0;7;TRUE;14723;0.27;0;0;0;0;5889;"Crafters Group";0.05
"Voyage Charter";"Corpus Christi";12;"New York";3;23534;0;"Grain";FALSE;FALSE;FALSE;13.36;"USD";0;10;TRUE;14723;0.39;0;0;0;0;5889;"ABC Logisitcs";0.01
"Voyage Charter";"Rotterdam";13;"Odessa";7;44517;0;"Steel Products";TRUE;TRUE;FALSE;7.2;"USD";0;9;TRUE;19470;0.06;0;0;0;0;7788;"Brauner International";0.04
"Voyage Charter";"Marseille";13;"Dunkirk";2;32738;0;"Agribulk";FALSE;FALSE;FALSE;14.36;"USD";0;5;TRUE;20578;0.39;0;0;0;0;8231;"Worldwide Freight";0.02
"Voyage Charter";"Odessa";13;"Rotterdam";9;64260;0;"Iron Ore";TRUE;TRUE;FALSE;6.81;"USD";0;47;FALSE;15730;0.49;0;0;0;0;6292;"Continental Maritime";0.04
"Voyage Charter";"Gijon";13;"Marseille";2;16116;0;"Bauxite";FALSE;FALSE;FALSE;16;"USD";0;-3;FALSE;15420;0.15;0;0;0;0;6168;"Great Eagle Tranport Services";0.05
"Voyage Charter";"Richards Bay";13;"Corpus Christi";9;81309;0;"Coal";FALSE;FALSE;FALSE;15.23;"USD";0;22;FALSE;17980;0.35;0;0;0;0;7192;"McCorran Freight";0.05
"Voyage Charter";"Rotterdam";13;"Gothenburg";1;10863;0;"Agribulk";FALSE;TRUE;FALSE;12.76;"USD";0;4;TRUE;13498;0.32;0;0;0;0;5399;"Brauner International";0.05
"Voyage Charter";"Odessa";13;"San Vicente";9;6000;0;"Steel Products";TRUE;TRUE;FALSE;32.82;"USD";0;15;TRUE;13498;0.29;0;0;0;0;5399;"Crafters Group";0.04
"Voyage Charter";"New York";13;"Corpus Christi";3;42452;0;"Steel Products";FALSE;FALSE;FALSE;9.21;"USD";0;13;FALSE;19215;0.05;0;0;0;0;7686;"Bosman Freight Forwarders";0.01
"Voyage Charter";"Chiba";13;"Mina Saqr";5;39596;0;"Bauxite";FALSE;FALSE;FALSE;14.32;"USD";0;11;TRUE;21823;0.37;0;0;0;0;8729;"Cargo Excellence";0.02
"Voyage Charter";"Dampier";13;"Kashima";4;26253;0;"Iron Ore";FALSE;FALSE;FALSE;21.14;"USD";0;11;FALSE;14278;0.3;0;0;0;0;5711;"Blue Mountain Logistics";0.04
"Voyage Charter";"Rotterdam";13;"Marseille";2;7474;0;"Project";FALSE;FALSE;FALSE;31.9;"USD";0;4;FALSE;14278;0.14;0;0;0;0;5711;"Brauner International";0.01
"Voyage Charter";"Antwerp";13;"Hamburg";1;5685;0;"Agribulk";FALSE;FALSE;FALSE;30;"USD";0;0;FALSE;11268;0.32;0;0;0;0;4507;"ABC Logisitcs";0.02
"Voyage Charter";"Tallinn";13;"Wilhelmshaven";2;7610;0;"Manufactureds";FALSE;TRUE;FALSE;34;"EUR";0;0;FALSE;11268;0.04;0;0;0;0;4507;"Brauner International";0.05
"Contract Of Affreightment";"Pasir Gudang";13;"Tallinn";52;18000;2;"Iron Ore";FALSE;TRUE;FALSE;28.62;"USD";6;0;TRUE;15695;0;0;0;0;0;6278;"Blue Mountain Logistics";0.05
"Contract Of Affreightment";"Corpus Christi";13;"New York";53;22745;8;"Coal";FALSE;FALSE;FALSE;12.58;"USD";11;0;FALSE;15695;0;0;0;0;0;6278;"ABC Logisitcs";0.05
"Contract Of Affreightment";"Mumbai";13;"Mina Saqr";54;43702;7;"Agribulk";FALSE;FALSE;FALSE;16;"USD";14;0;FALSE;17378;0;0;0;0;0;6951;"Cargo Excellence";0.05
"Voyage Charter";"Hamburg";13;"Gothenburg";1;5302;0;"Iron Ore";FALSE;TRUE;FALSE;22.41;"USD";0;5;FALSE;15018;0.06;0;0;0;0;6007;"ABC Logisitcs";0.03
"Voyage Charter";"Hamburg";13;"Rotterdam";1;8904;0;"Iron Ore";FALSE;FALSE;FALSE;25.5;"USD";0;1;FALSE;15018;0.45;0;0;0;0;6007;"Brauner International";0.05
"Voyage Charter";"Corpus Christi";13;"New York";3;19221;0;"Coal";FALSE;FALSE;FALSE;12.58;"USD";0;10;TRUE;15695;0;0;0;0;0;6278;"McCorran Freight";0.04
"Voyage Charter";"Hamburg";13;"Gdansk";1;7675;0;"Coal";FALSE;TRUE;FALSE;26.65;"USD";0;6;TRUE;15018;0.22;0;0;0;0;6007;"Worldwide Freight";0.02
"Voyage Charter";"Rotterdam";13;"Dampier";9;66985;0;"Steel Products";FALSE;FALSE;FALSE;15.17;"USD";0;17;TRUE;17378;0.4;0;0;0;0;6951;"Worldwide Freight";0.05
"Voyage Charter";"New York";13;"San Antonio";8;56834;0;"Manufactureds";FALSE;FALSE;FALSE;17.96;"USD";0;20;TRUE;18575;0.02;0;0;0;0;7430;"Crafters Group";0.01
"Voyage Charter";"Gdansk";13;"Odessa";11;89346;0;"Iron Ore";TRUE;TRUE;FALSE;11.89;"USD";0;57;TRUE;19270;0.19;0;0;0;0;7708;"Brauner International";0.01
"Voyage Charter";"Cork";13;"Marseille";3;25650;0;"Bauxite";FALSE;FALSE;FALSE;22.57;"USD";0;10;TRUE;15695;0.13;0;0;0;0;6278;"Great Eagle Tranport Services";0.04
"Voyage Charter";"Pasir Gudang";14;"Hai Phong";2;8493;0;"Manufactureds";FALSE;FALSE;FALSE;20.5;"USD";0;8;FALSE;13675;0.5;0;0;0;0;5470;"Bosman Freight Forwarders";0.05
"Voyage Charter";"Richards Bay";14;"Pasir Gudang";6;48244;0;"Agribulk";FALSE;FALSE;FALSE;16.85;"USD";0;-2;FALSE;15730;0.24;0;0;0;0;6292;"BYFCP";0.03
"Voyage Charter";"San Antonio";14;"Rotterdam";8;96267;0;"Minor Ores";FALSE;FALSE;FALSE;16.21;"USD";0;19;TRUE;19885;0.09;0;0;0;0;7954;"ABC Logisitcs";0.01
"Voyage Charter";"Incheon";14;"New York";10;104847;0;"Bauxite";FALSE;FALSE;FALSE;11.74;"USD";0;8;TRUE;19885;0.31;0;0;0;0;7954;"McCorran Freight";0.02
"Voyage Charter";"Gothenburg";14;"Antwerp";1;7705;0;"Alumina";FALSE;TRUE;FALSE;14.2;"USD";0;4;FALSE;11068;0.42;0;0;0;0;4427;"Mann Global Logistics";0.02
"Voyage Charter";"Gdansk";14;"New York";4;57496;0;"Agribulk";FALSE;TRUE;FALSE;17.4;"EUR";0;10;TRUE;19098;0.43;0;0;0;0;7639;"McCorran Freight";0.01
"Voyage Charter";"Portland";14;"Hamburg";11;104915;0;"Agribulk";FALSE;FALSE;FALSE;17.94;"USD";0;9;TRUE;15638;0.19;0;0;0;0;6255;"ABC Logisitcs";0.05
"Voyage Charter";"Marseille";14;"Antwerp";2;14124;0;"Manufactureds";FALSE;FALSE;FALSE;21.96;"USD";0;5;FALSE;14723;0.46;0;0;0;0;5889;"Bosman Freight Forwarders";0.04
"Voyage Charter";"Odessa";14;"Gothenburg";6;28778;0;"Iron Ore";TRUE;TRUE;FALSE;9.51;"THB";0;24;TRUE;16813;0.33;0;0;0;0;6725;"Continental Maritime";0.05
"Voyage Charter";"Portland";14;"Corpus Christi";13;77584;0;"Grain";FALSE;FALSE;FALSE;15.88;"USD";0;21;FALSE;18575;0.19;0;0;0;0;7430;"ABC Logisitcs";0.01
"Voyage Charter";"Antwerp";14;"Wilhelmshaven";1;6153;0;"Steel Products";FALSE;FALSE;FALSE;19.99;"USD";0;1;TRUE;15018;0.27;0;0;0;0;6007;"Brauner International";0.03
"Voyage Charter";"Corpus Christi";14;"Chiba";13;108349;0;"Grain";FALSE;FALSE;FALSE;14.7;"USD";0;27;TRUE;17495;0.44;0;0;0;0;6998;"Omega Forwarding";0.01
"Voyage Charter";"Mumbai";14;"Incheon";4;23077;0;"Manufactureds";FALSE;FALSE;FALSE;20.63;"USD";0;5;TRUE;20278;0.14;0;0;0;0;8111;"McCorran Freight";0.01
"Voyage Charter";"Marseille";14;"Antwerp";2;63483;0;"Steel Products";FALSE;FALSE;FALSE;9.78;"USD";0;6;TRUE;17188;0.1;0;0;0;0;6875;"Brauner International";0.03
"Voyage Charter";"Corpus Christi";14;"New York";3;27418;0;"Coal";FALSE;FALSE;FALSE;12.6;"USD";0;12;FALSE;14130;0.36;0;0;0;0;5652;"Allseas Cargo";0.04
